Time from Start to Finish (seconds),Approximate Age,Approximate Empolyees,Approximate Wage,Approximate Spending,Coding Years,TPU Times,ML Years
2871,27,25,2500,500,2,0,1
402,23,25,35000,500,2,,
58,23,,0,,,,
201,27,25,35000,500,,,
277,20,10000,0,,,,
588,23,5000,0,,,,
260,20,,0,,,,
170,23,25,0,,,,
480306,32,5000,6250,0,,,
339,37,,0,,2,,
459221,20,,0,,,,
118,20,25,0,,,,
395,27,10000,55000,0,1,0,1
490115,57,25,0,,,,
134,37,10000,0,,,,
781,42,5000,8250,0,,,
745,32,10000,95000,5000,4,0,3
241,23,10000,6250,100000,,,
6214,27,25,22500,100000,,,
323,27,5000,12500,5000,2,0,2
543,23,,0,,,,
1433,23,,0,,,,
2116,47,,0,,1,0,1
260,47,5000,85000,0,1,0,1
231,27,25,0,,,,
305,20,25,500,0,1,0,1
159,23,25,0,,,,
499,23,10000,4500,0,1,0,1
1710,32,5000,500,500,,,
1012,52,5000,6250,500,15,0,3
767,27,10000,0,,,,
813,23,25,3500,50,2,0,2
211,57,25,0,,,,
170,32,,0,,,,
334,27,,0,,1,,
432,20,,0,,1,0,1
351,23,,0,,,,
705,20,,0,,,,
381,57,25,0,,,,
2658,32,125,0,,,,
2941,37,125,17500,5000,2,1,2
107,23,5000,0,,,,
165,23,5000,0,,,,
2709,32,25,8250,5000,15,0,5
494,20,25,6250,5000,4,0,3
543,20,,0,,1,0,1
101,27,5000,0,,,,
439,23,5000,12500,500,2,,
95,27,,0,,,,
322,27,10000,4500,50000,,,
10674,47,,0,,,,
2252,52,500,0,,,,
406,37,5000,45000,0,15,0,1
505,23,,0,,1,0,1
93,27,10000,0,,,,
136,23,,0,,,,
296,32,10000,75000,0,2,0,2
100,32,25,0,,,,
283,23,,0,,4,0,2
702,32,25,275000,50000,7.5,0,4
3092,23,,0,,,,
7740,42,5000,55000,50000,,,
430,27,5000,12500,0,4,1,3
129,23,,0,,,,
623,42,125,35000,500,2,0,1
488165,37,,0,,,,
164,32,10000,75000,500,,,
645,37,125,27500,0,,,
246,27,,0,,1,0,1
120,23,,0,,,,
491977,42,25,0,,,,
262,27,500,3500,100000,1,0,1
594,27,,0,,1,0,3
124,37,,0,,,,
294,27,,0,,2,0,2
69,23,,0,,,,
637,20,,0,,2,0,2
433,65,10000,175000,0,0,,
189,20,25,0,,,,
518,32,,0,,1,0,1
387,20,,0,,2,,
3815,42,125,8250,500,1,,
299,23,,0,,4,1,3
313,27,,0,,1,0,1
74,23,5000,0,,,,
160,20,10000,0,,,,
127,32,,0,,,,
532,32,10000,12500,0,7.5,0,2
273,37,500,12500,0,1,,
756,37,500,500,5000,2,,
656,23,5000,12500,,,,
477,23,500,1500,500,1,0,1
57,32,,0,,,,
229,20,,0,,,,
186,27,,0,,,,
315,20,,0,,1,0,1
919,37,500,55000,5000,2,0,2
1185,23,,0,,1,0,2
376,20,25,12500,0,2,0,1
584,32,25,6250,50,4,0,10
277,27,,0,,2,3,4
870,20,5000,17500,50000,2,0,2
408,27,10000,400000,0,4,0,2
444155,65,125,0,,,,
1104,27,10000,55000,50000,4,0,4
28,37,,0,,,,
504,27,5000,35000,100000,,,
164,27,125,75000,0,,,
188,20,,0,,,,
469977,32,,0,,,,
879,37,25,2500,0,1,,
43,20,,0,,,,
192,42,5000,6250,5000,,,
226,32,125,500,,,,
568,20,,0,,1,0,1
122,52,10000,112500,50000,,,
507,42,,0,,2,,
700,27,5000,17500,500,2,0,1
1817,27,,0,,,,
386,27,,0,,2,0,2
226,27,,0,,2,0,2
3905,20,,0,,,,
773,27,,0,,,,
99,47,5000,0,,,,
627,20,,0,,1,0,1
78,47,125,0,,,,
222,37,5000,0,,,,
462,32,,0,,1,0,1
54,27,,0,,,,
645,27,10000,85000,100000,4,0,3
449929,23,25,0,,,,
73,42,,0,,,,
945,37,10000,27500,50,4,3,1
62,42,500,0,,,,
574,27,500,65000,0,4,0,2
491,23,25,1500,50,1,,
3934,37,125,12500,0,,,
354690,42,25,500,,,,
787,27,10000,500,0,2,0,4
306,23,,0,,1,0,
204,65,5000,133000,50000,,,
153,27,10000,175000,50000,,,
286,52,10000,55000,,,,
170,37,,0,,,,
775,27,5000,4500,0,1,,
130,23,,0,,,,
862,23,,0,,,,
99,20,,0,,,,
346,52,25,1500,50000,,,
570,32,5000,0,,,,
1146,23,5000,17500,0,2,0,3
140,27,25,0,,,,
52,27,25,0,,,,
94,27,5000,0,,,,
759,23,500,35000,0,2,0,2
175,65,25,0,,,,
171,52,25,95000,,,,
320,42,,0,,,,
1325,27,,0,,,,
1045,27,,0,,,,
484436,32,125,0,,,,
1998,23,,0,,,,
226,37,5000,22500,0,,,
41,27,,0,,,,
538,23,,0,,,,
635,37,125,500,0,1,0,1
340,23,,0,,1,0,1
127,20,,0,,,,
100,32,25,0,,,,
179,27,125,0,,,,
96,70,25,0,,,,
1419,37,500,0,,,,
420,65,500,175000,500,4,0,3
967,32,500,0,,,,
644,32,10000,55000,50,2,0,2
739,32,10000,0,,,,
197,47,10000,85000,,,,
197,23,,0,,,,
328,23,25,27500,500,0,,
6839,27,10000,500,0,,,
53,27,,0,,,,
395,57,5000,175000,100000,,,
58,32,,0,,,,
572,23,5000,8250,0,0,,
101,23,,0,,,,
332,23,125,0,,,,
87,42,,0,,,,
691,20,10000,500,0,1,0,1
485903,42,,0,,,,
107,23,,0,,,,
58,42,,0,,,,
1768,57,10000,112500,100000,1,3,1
586,27,5000,3500,50,,,
269,47,125,500000,50,1,1,2
792,20,25,500,0,1,,
478830,52,,0,,,,
631,27,10000,500,50,,,
511,32,10000,0,,,,
182,20,,0,,,,
527,20,,0,,1,0,1
133,20,25,0,,,,
524,27,5000,8250,0,1,0,2
126,47,5000,500,0,0,,
163,23,125,500,0,,,
176,32,25,0,,,,
774,32,,0,,,,
598,23,500,17500,500,4,0,1
374,23,,0,,,,
171,23,,0,,4,,
91,27,5000,0,,,,
1093,42,500,8250,50000,2,0,2
45,27,,0,,,,
846,20,,0,,1,0,1
121,23,25,0,,,,
5192,27,10000,500,50,4,,
8203,23,,0,,,,
398,42,,0,,2,0,2
211,20,,0,,4,,
4743,20,,0,,4,,
2572,32,500,85000,0,4,0,3
523,20,,0,,,,
109,27,10000,0,,,,
66,23,,0,,,,
93,23,125,0,,,,
221,23,125,35000,,,,
946,20,,0,,,,
101,20,,0,,,,
91,23,,0,,,,
498,37,10000,27500,0,,,
46,20,,0,,,,
182,32,10000,0,,,,
529698,20,,0,,,,
160,20,,0,,,,
339,23,10000,12500,50,2,3,1
205,37,125,0,,,,
102,52,,0,,,,
134,52,25,0,,,,
58,32,,0,,,,
420,27,10000,500,50000,1,0,1
422,23,10000,8250,0,1,0,1
338,57,,0,,4,0,4
265,20,,0,,4,0,4
1747,23,25,500,500,4,,
114,47,,0,,,,
61,23,,0,,,,
590,27,10000,2500,500,4,,
300,57,,0,,4,,
7563,47,125,45000,0,,,
176,20,25,65000,0,1,1,1
137,20,10000,0,,,,
434,23,,0,,1,0,2
138,32,125,45000,0,,,
51,20,25,0,,,,
399,20,125,500,50,2,0,2
748,27,500,17500,50,4,3,4
259,20,10000,0,,,,
218,37,125,1500,500,,,
1155,42,125,0,,,,
325,37,5000,500,50,,,
313,47,25,55000,500,,,
175,65,5000,0,,,,
112,47,5000,0,,,,
172,32,25,0,,,,
904,27,,0,,,,
228,20,,0,,,,
97,32,5000,0,,,,
92,20,25,0,,,,
295,23,,0,,,,
186,23,,0,,,,
199,65,500,85000,,,,
123,23,25,0,,,,
97,27,500,0,,,,
2663,32,125,0,,,,
479964,20,,0,,,,
88,57,,0,,,,
419,47,5000,45000,50000,4,0,3
313,23,500,2500,5000,1,0,4
569,20,5000,500000,100000,,,
218,27,,0,,,,
109,23,125,0,,,,
81,20,,0,,,,
105,20,,0,,,,
450,27,10000,225000,5000,4,1,4
584,42,10000,35000,5000,20,1,4
544,27,10000,6250,500,1,0,2
403,20,25,275000,5000,7.5,25,10
320,20,,0,,2,3,2
146,32,10000,0,,,,
236,65,10000,112500,5000,,,
109,23,,0,,,,
918,27,10000,12500,50,2,1,2
154,23,25,1500,500,,,
245,42,10000,12500,0,,,
933,37,5000,55000,0,7.5,0,5
61,27,,0,,,,
182,20,,0,,0,,
315,20,,0,,1,0,1
188,20,,0,,,,
110,20,25,12500,0,,,
548,32,,0,,2,3,2
360,23,10000,500,0,1,0,1
421,27,,0,,4,0,3
498484,23,25,500000,100000,20,25,5
231,23,25,500,,,,
445115,20,25,500,0,1,,
355,32,125,45000,0,2,0,1
174,37,5000,112500,,,,
13840,27,,0,,,,
504659,27,,0,,,,
287,27,25,55000,0,7.5,,
3876,32,10000,22500,0,0,,
379,27,10000,22500,0,4,0,1
994,47,500,75000,50,1,0,1
226,47,10000,55000,500,,,
102,32,25,0,,,,
1225,37,,0,,,,
95,23,,0,,,,
124,32,10000,0,,,,
724,42,25,112500,50000,2,0,2
296,32,25,1500,500,,,
884,23,500,500,0,1,,
257,20,25,17500,500,,,
138,47,125,0,,,,
6148,47,10000,12500,500,7.5,3,3
139,23,10000,4500,5000,,,
466,20,,0,,2,0,2
265,27,25,133000,500,,,
207,23,,0,,2,1,1
454,37,10000,75000,500,7.5,0,1
652,20,,0,,1,0,1
115,23,10000,0,,,,
526,23,,0,,,,
1630,23,10000,22500,50,2,,
712,23,25,500,,,,
216,20,,0,,4,,
454,27,,0,,4,0,3
140,23,,0,,2,,
140,37,,0,,,,
375,32,5000,0,,,,
350,20,,0,,2,0,2
212,27,25,12500,500,,,
578,27,,0,,1,0,1
1316,23,25,1500,50000,1,,
230,27,25,0,,,,
29,20,,0,,,,
226,27,25,500,0,1,0,1
161,42,5000,85000,0,,,
386,20,,0,,,,
77,32,500,0,,,,
143,20,25,0,,,,
168,27,25,55000,0,,,
558,32,10000,112500,5000,1,1,1
3724,27,10000,0,,,,
707,42,,0,,7.5,0,1
119,27,5000,0,,,,
349,32,,0,,2,0,2
791,37,5000,12500,5000,1,,
3438,23,,0,,,,
437,27,10000,55000,5000,7.5,1,10
785,37,10000,35000,0,4,0,4
380,27,5000,55000,500,2,0,2
247,57,25,0,,,,
127,32,10000,0,,,,
314,65,5000,112500,50000,,,
64,23,,0,,,,
390,20,,0,,,,
245,32,,0,,,,
117,32,5000,0,,,,
174,23,10000,0,,,,
687,37,500,55000,5000,4,3,3
200,27,500,1500,50,,,
63,32,,0,,,,
1721,20,25,112500,500,,,
111,23,25,0,,,,
278,32,10000,500,50,1,,
137,20,,0,,2,,
507616,20,10000,0,,,,
159,23,25,500,0,,,
120,20,125,0,,,,
16513,27,125,35000,,,,
729,23,,0,,,,
283,32,25,22500,5000,,,
542,57,500,500,500,20,0,4
320,20,,0,,,,
119,20,,0,,,,
9032,27,25,0,,,,
449,23,,0,,,,
1100,27,25,4500,50,,,
370,32,10000,45000,50,4,,
75,37,25,0,,,,
23067,32,500,35000,0,1,,
498959,23,500,45000,500,,,
500043,23,5000,1500,500,,,
1461,20,10000,75000,500,2,0,3
14916,27,,0,,,,
333,65,,0,,,,
189,23,25,0,,,,
471,23,25,65000,,,,
145,37,25,0,,,,
154,20,,0,,,,
3097,32,500,85000,0,7.5,3,1
393,32,125,112500,5000,7.5,0,3
48,27,,0,,,,
2486,65,125,112500,50000,,,
280,23,,0,,1,,
513078,37,500,12500,50000,,,
73,20,,0,,,,
706,32,,0,,2,,
418,47,,0,,4,0,2
3337,20,25,1500,5000,,,
336,27,,0,,4,,
1196,23,,0,,1,0,1
93,27,25,0,,,,
435,23,25,500,500,1,0,1
223,20,,0,,4,,
113,32,,0,,,,
493,20,,0,,1,,
373,37,,0,,1,0,1
182,70,5000,55000,0,,,
1055,23,25,8250,500,2,0,2
556,23,25,500,50,,,
3878,32,5000,175000,50000,,,
122,42,500,0,,,,
760,20,,0,,4,1,3
625,27,500,500,50,1,0,1
221,27,25,0,,,,
694,32,25,500000,100000,,,
766,27,,0,,1,1,1
99,32,,0,,,,
107,20,,0,,,,
93,57,10000,0,,,,
340,32,,0,,2,0,1
141,32,,0,,0,,
97,37,,0,,,,
172,27,500,65000,5000,,,
82,20,,0,,,,
487639,42,25,22500,5000,1,,
89,27,5000,0,,,,
172,27,25,0,,,,
514790,70,125,0,,,,
275,23,5000,65000,0,4,0,
487421,27,,0,,,,
92,27,500,0,,,,
294,20,,0,,1,0,1
120,20,,0,,0,,
142,27,25,1500,0,,,
116,65,25,0,,,,
273,20,,0,,2,0,1
146,37,10000,0,,,,
961,52,25,75000,50000,20,0,10
170,32,10000,35000,,,,
114,57,25,0,,,,
96,27,,0,,,,
134,32,10000,0,,,,
423,32,25,500,0,,,
182,27,25,35000,,,,
363,23,,0,,,,
666,23,,0,,4,0,2
207,47,25,0,,,,
245,52,5000,112500,5000,20,0,1
89,23,125,0,,,,
96,23,25,0,,,,
212,47,25,500,0,,,
988,27,10000,75000,100000,4,3,4
942,42,125,65000,5000,1,0,1
110,27,25,55000,5000,,,
343,27,25,0,,,,
525465,27,125,27500,500,,,
78,42,10000,0,,,,
638,27,10000,112500,500,2,0,2
482,20,25,500,50,1,0,1
42,37,,0,,,,
579,32,125,8250,500,1,,
196,23,,0,,,,
352,23,,0,,2,,
525,65,10000,27500,500,,,
174,47,125,225000,100000,,,
396,23,10000,2500,50,1,,
2108,27,125,12500,100000,,,
53,27,,0,,,,
393,20,,0,,,,
189,37,10000,0,,,,
362,23,,0,,,,
133,23,25,0,,,,
142,27,25,0,,,,
5243,20,,0,,2,0,2
130,42,5000,1500,5000,7.5,,
172,27,25,112500,5000,15,,
132,47,10000,500,,,,
191,20,,0,,1,,
141,42,5000,55000,50,,,
288,23,10000,6250,,,,
85,42,5000,0,,,,
214,23,,0,,1,,
219,32,,0,,2,,
35211,27,10000,35000,50000,4,0,3
512273,23,,0,,,,
585,32,125,65000,5000,4,0,10
436,37,5000,112500,100000,7.5,0,10
2016,27,25,0,,,,
76,20,,0,,,,
165,20,,0,,,,
111,27,10000,0,,,,
181,37,,0,,,,
314,20,125,75000,0,4,0,3
766,23,,0,,4,3,3
123,27,125,0,,,,
1121,42,25,45000,5000,4,,
87,47,500,0,,,,
338683,32,10000,0,,,,
170,27,125,45000,0,,,
143,20,25,0,,,,
1763,27,25,45000,500,4,0,3
245,27,5000,0,,,,
126,23,,0,,,,
368,42,25,6250,0,15,0,1
532,27,5000,17500,500,4,0,3
322,20,25,500,50,,,
1669,37,,0,,,,
142,32,25,0,,,,
184,23,,0,,,,
76,42,,0,,,,
478972,37,,0,,,,
224,23,,0,,1,0,1
1449,42,10000,175000,50,2,1,1
36349,42,,0,,2,1,2
1283,23,,0,,1,3,2
292,37,5000,1500,0,4,,
142,52,25,12500,5000,,,
250,47,10000,0,,,,
289,23,,0,,4,12,3
35,23,,0,,,,
1582,52,25,45000,5000,20,3,10
443382,23,125,500,50,0,,
533569,52,5000,95000,50000,,,
68,47,25,0,,,,
42,23,500,0,,,,
77,27,,0,,,,
72,23,10000,0,,,,
193,65,5000,0,,,,
180,42,500,0,,,,
449105,47,125,0,,,,
668,23,5000,45000,500,2,1,2
7179,23,10000,12500,500,2,1,1
306,65,,0,,,,
396147,27,,0,,4,0,1
7753,27,10000,500,0,,,
494,23,,0,,1,,
102,52,5000,175000,0,,,
139,32,10000,45000,,,,
1330,27,25,2500,50,4,,
168,23,,0,,,,
29853,32,25,0,,,,
76,23,,0,,,,
476,65,125,0,,,,
465128,23,25,12500,0,,,
656,27,25,112500,0,4,0,3
198,27,,0,,1,3,1
293,47,500,22500,,,,
1882,42,,0,,,,
430,27,25,0,,,,
1212,70,25,500,,,,
138,32,10000,1500,100000,,,
205,37,10000,0,,,,
270,27,125,2500,50,,,
147,42,10000,65000,,,,
8960,32,125,2500,500,7.5,0,4
495,32,5000,500,500,4,0,3
438,32,,0,,2,0,1
135,47,,0,,,,
60,23,,0,,,,
511,27,5000,2500,0,4,0,1
803,47,125,8250,5000,1,0,2
106,23,10000,0,,,,
170,57,25,0,,,,
278,37,5000,175000,50000,20,,
289,23,25,4500,5000,,,
741,23,,0,,1,0,1
49,23,,0,,,,
217,52,125,0,,,,
291,37,25,95000,,,,
126,20,,0,,,,
495,32,5000,112500,50000,15,3,2
50,20,,0,,,,
429,32,25,0,,,,
160,37,25,55000,5000,,,
905,52,125,75000,0,,,
226,27,25,55000,5000,4,,
290,32,125,1500,0,4,,
524520,37,25,500000,100000,15,,
819,37,10000,112500,100000,7.5,0,4
381,23,,0,,2,0,2
112,27,,0,,,,
3057,27,25,1500,5000,4,0,3
51,27,,0,,,,
1937,32,25,0,,,,
287,27,,0,,,,
322,27,,0,,1,0,1
76,20,,0,,,,
181,20,,0,,1,,
449,23,,0,,1,0,1
461,47,10000,500000,500,,,
151,32,10000,95000,50000,,,
291,20,,0,,4,,
98,32,10000,0,,,,
509,23,,0,,2,0,2
47,27,,0,,,,
108,20,,0,,,,
62,32,,0,,,,
108,23,,0,,,,
340,23,,0,,1,0,1
146,47,500,0,,,,
278,32,5000,112500,100000,,,
450,27,125,65000,0,1,0,1
297,32,25,1500,50,,,
402,47,25,12500,0,,,
437,52,10000,500,100000,4,1,2
363,37,10000,45000,0,,,
114,37,5000,0,,,,
22631,23,,0,,2,12,2
243,37,25,8250,0,,,
10776,37,5000,133000,500,7.5,0,10
547,23,25,500,0,4,0,1
134,37,10000,1500,0,,,
166,27,10000,175000,100000,,,
103,23,25,0,,,,
96,37,500,0,,,,
270,20,,0,,,,
793,42,5000,3500,50,1,0,1
1172,23,125,500,0,1,0,1
124,27,25,0,,,,
2598,27,5000,27500,100000,4,0,4
455,20,25,4500,5000,2,0,2
91,52,5000,0,,,,
495,42,125,45000,0,7.5,0,1
639,23,10000,4500,0,4,0,3
152,65,5000,0,,,,
276,20,25,1500,0,1,0,2
88,37,5000,0,,,,
479,27,,0,,2,0,2
2006,32,25,500,5000,2,0,3
109,27,10000,0,,,,
437,65,125,85000,5000,20,0,3
17263,23,500,12500,5000,4,0,1
1348,20,25,112500,500,,,
246,23,125,500,0,,,
4501,52,25,6250,5000,1,0,1
93,27,,0,,,,
171,32,5000,175000,5000,7.5,,
317,32,125,500,,,,
16034,23,25,0,,,,
151,37,,0,,,,
836,47,500,55000,,,,
1015,23,,0,,2,,
167,32,25,27500,0,,,
183,27,25,0,,,,
448,27,,0,,7.5,0,2
63,70,,0,,,,
98,23,,0,,,,
304,32,,0,,4,,
694,23,125,1500,5000,7.5,0,4
1090,23,500,500,50,2,3,2
196,42,500,0,,,,
179,23,,0,,,,
329,42,125,1500,0,,,
504656,20,25,0,,,,
611,37,500,6250,5000,4,0,10
344,23,,0,,4,0,2
294,42,125,85000,100000,,,
74,23,,0,,,,
282,37,25,0,,,,
3636,27,,0,,,,
274,23,,0,,,,
84,32,125,35000,5000,,,
248,42,5000,0,,,,
404,32,125,55000,50,,,
2775,32,5000,95000,50000,,,
475,27,,0,,7.5,0,1
151,23,10000,0,,,,
145,57,125,0,,,,
492370,42,500,500,0,,,
185,20,,0,,,,
582,47,500,17500,50,,,
5228,27,25,0,,,,
689,23,,0,,1,,
439,23,10000,3500,0,2,0,2
679,23,125,500,0,4,0,1
129,42,500,0,,,,
38,20,,0,,,,
3723,37,10000,0,,,,
556,32,10000,133000,5000,1,0,1
994,27,,0,,1,0,1
511804,47,500,0,,,,
988,42,10000,112500,100000,20,0,4
123,52,500,0,,,,
295,23,,0,,,,
421,27,25,35000,500,2,3,2
366,42,25,0,,,,
133,27,25,500,0,,,
74,23,,0,,,,
943,42,25,0,,,,
151,42,,0,,,,
153,37,10000,75000,0,,,
87,42,25,0,,,,
519449,65,25,500,0,,,
141,42,5000,0,,,,
237,52,25,0,,,,
107,65,500,0,,,,
119,37,5000,1500,0,,,
339,23,10000,8250,5000,2,0,1
318,57,500,175000,5000,,,
203,42,25,8250,500,,,
498,52,10000,112500,100000,20,0,10
515645,37,,0,,,,
171,32,25,0,,,,
260,23,5000,45000,50,2,0,1
284,42,10000,2500,,,,
183,37,,0,,,,
174,32,25,500,0,,,
292,47,125,65000,0,,,
96,20,,0,,,,
1132,70,25,35000,500,7.5,0,3
182,20,,0,,1,,
159,27,10000,0,,,,
84,23,25,0,,,,
169,65,25,0,,,,
227,20,,0,,,,
10615,27,,0,,,,
84,27,,0,,,,
152,23,10000,2500,,,,
67,32,,0,,,,
357,57,10000,55000,0,15,0,2
261,23,25,8250,0,,,
156,57,,0,,,,
1381,27,25,35000,50,,,
328,47,125,75000,5000,,,
533,57,10000,65000,500,2,,
205,42,10000,175000,50,,,
396,27,,0,,,,
741,27,125,1500,0,,,
43,27,,0,,,,
146,65,,0,,,,
84,23,,0,,,,
315,27,,0,,,,
235,47,10000,175000,100000,,,
79,23,500,0,,,,
122,32,125,0,,,,
195,52,,0,,,,
139,32,125,0,,,,
251,27,,0,,,,
551,37,500,3500,0,,,
59,23,,0,,,,
552680,23,,0,,,,
316,20,,0,,1,0,1
416,27,10000,0,,,,
279,27,,0,,2,0,2
135,47,,0,,,,
167,37,25,0,,,,
508399,42,500,35000,50,,,
363,47,25,175000,5000,15,0,10
3761,27,25,0,,,,
535127,52,25,3500,500,,,
572,23,,0,,1,0,1
210,70,25,500000,0,20,,
533,27,125,500,50,4,,
56,23,,0,,,,
1682,42,10000,85000,5000,15,3,12
74,27,10000,0,,,,
5178,37,10000,275000,100000,4,,
250,42,10000,22500,500,4,,
75,27,,0,,,,
2166,37,10000,45000,500,2,1,2
4031,20,25,0,,,,
287,20,,0,,,,
49,37,,0,,,,
77,32,10000,0,,,,
30,27,,0,,,,
295,27,,0,,1,0,1
486,27,25,500,0,1,0,1
126,32,5000,0,,,,
332,57,125,0,,,,
93,20,,0,,,,
77,23,500,0,,,,
56,27,,0,,,,
417,32,25,500,0,4,0,1
245,23,25,500,0,,,
199,23,5000,175000,500,2,,
463,37,5000,85000,5000,15,,
153,27,125,0,,,,
78,20,5000,0,,,,
185,27,,0,,,,
8484,20,,0,,,,
612,32,5000,0,,,,
1191,47,10000,6250,500,2,1,2
152,27,,0,,,,
112,57,10000,0,,,,
509384,37,25,0,,,,
123,20,125,0,,,,
173,57,25,500,0,,,
274,23,125,35000,500,,,
99,47,10000,0,,,,
432,27,125,500,50000,,,
467,32,10000,85000,500,2,0,3
4419,47,5000,0,,,,
293,47,10000,500000,100000,,,
116,47,,0,,,,
584,42,25,85000,5000,,,
85,23,10000,0,,,,
435,23,500,45000,5000,4,1,3
92,27,,0,,,,
318,65,25,55000,5000,7.5,,
452,27,10000,133000,500,2,,
427,27,25,85000,0,4,0,2
477,27,,0,,4,0,1
78,42,,0,,,,
166,37,500,0,,,,
710,32,5000,3500,,,,
143,65,10000,0,,,,
151,23,10000,1500,50,,,
2602,57,500,55000,50000,2,,
532,27,5000,55000,5000,1,0,1
212,32,10000,55000,0,0,,
306,23,,0,,1,0,1
556,27,500,27500,0,,,
1075,20,,0,,,,
1206,20,25,12500,500,2,0,2
186,23,25,0,,,,
659,23,125,22500,5000,4,,
434,27,,0,,4,12,2
89,47,5000,27500,,,,
106,32,500,0,,,,
357,27,25,0,,,,
870,20,,0,,2,0,1
20636,37,500,85000,0,,,
346,23,,0,,,,
823,23,10000,2500,0,2,0,1
236,27,125,0,,,,
833,23,10000,112500,100000,4,3,3
1306,27,25,0,,,,
49,23,,0,,,,
315,20,,0,,2,1,2
11752,27,,0,,1,0,2
109,42,5000,85000,,,,
619,32,10000,85000,50,4,0,3
437,47,10000,2500,5000,7.5,0,4
633,32,10000,85000,500,4,3,2
289,23,500,12500,100000,2,12,2
858,27,,0,,,,
251,37,,0,,15,0,1
496,37,5000,2500,5000,15,0,1
118,20,25,0,,,,
318,32,500,500,50,0,,
118,47,25,0,,,,
130,23,25,0,,,,
432,37,500,0,,,,
121,20,,0,,,,
59,23,,0,,,,
77,27,10000,0,,,,
159,27,500,3500,50000,,,
131,47,125,0,,,,
253,23,,0,,2,0,2
15828,23,,0,,,,
178,20,10000,0,,,,
296,23,500,0,,,,
389,20,,0,,1,0,1
271,27,25,75000,50,,,
99,37,,0,,,,
333,20,,0,,1,,
666,32,10000,8250,500,7.5,0,2
525,20,,0,,2,,
1099,37,125,133000,50000,,,
185,23,,0,,2,0,2
24848,23,10000,8250,100000,,,
364,42,500,45000,0,4,,
89,57,10000,0,,,,
503623,27,125,0,,,,
69,20,,0,,,,
511,37,25,85000,0,,,
100,27,,0,,,,
258,27,10000,95000,,,,
322,27,5000,27500,100000,,,
1662,27,25,1500,500,2,,
1044,32,10000,12500,0,2,0,1
456,23,125,6250,500,2,,
754,37,125,45000,500,,,
125,23,,0,,,,
161,32,,0,,1,,
330,52,5000,22500,0,,,
334375,27,,0,,,,
2069,57,125,2500,5000,7.5,0,1
860,32,,0,,7.5,,
62,20,,0,,,,
201,27,,0,,,,
686,32,10000,55000,0,,,
476,57,10000,85000,100000,2,0,2
52,23,,0,,,,
42403,27,,0,,,,
839,27,25,6250,500,2,0,2
802,27,125,12500,5000,2,0,2
31534,23,25,12500,0,,,
1151,27,,0,,,,
501,42,25,0,,,,
178,32,,0,,,,
210,23,125,0,,,,
130,52,25,0,,,,
101,27,10000,0,,,,
400,23,,0,,1,0,1
276,23,,0,,,,
195,42,10000,0,,,,
260,42,10000,133000,5000,,,
139,20,,0,,,,
278,20,,0,,1,1,1
4534,27,,0,,,,
571,23,125,8250,500,2,0,2
187,23,125,6250,5000,,,
229,57,25,500,,,,
382,57,5000,95000,0,,,
126,37,10000,0,,,,
96,27,,0,,,,
1913,23,25,2500,50,4,0,3
341,20,,0,,1,0,1
555,37,10000,75000,500,4,0,3
374,32,10000,225000,5000,7.5,0,3
156,37,5000,0,,,,
130,27,500,1500,,,,
5495,27,25,6250,0,,,
533,27,25,133000,50000,4,0,5
385,47,25,0,,,,
102,42,,0,,,,
44,27,,0,,,,
276,23,25,0,,,,
397,42,10000,22500,100000,,,
427,23,500,12500,50,2,0,2
37419,20,,0,,1,,
342,23,,0,,2,0,2
241,52,5000,12500,50000,4,3,5
442,32,25,55000,5000,4,0,2
315,23,,0,,1,0,1
188,23,500,0,,,,
67,32,,0,,,,
316,32,10000,0,,,,
223,20,,0,,1,,
236,23,5000,4500,,,,
1541,27,500,0,,,,
520430,23,,0,,,,
2830,32,25,0,,,,
22902,23,,0,,1,0,1
183,20,,0,,,,
170,20,,0,,2,,
16041,32,,0,,,,
310,23,10000,65000,50,2,0,1
466,27,5000,500,,,,
384,23,25,0,,,,
180,20,,0,,15,,
148,27,,0,,,,
101,20,,0,,,,
606,32,25,112500,500,7.5,3,10
376,20,,0,,,,
742,32,25,55000,5000,15,0,12
145,23,5000,0,,,,
1366,37,5000,22500,5000,1,0,1
135,27,10000,400000,100000,,,
1631,20,,0,,4,0,2
810,23,,0,,4,0,2
183,27,25,0,,,,
2314,27,125,500,50,2,1,2
122,23,,0,,,,
513518,32,,0,,4,0,1
138,27,,0,,,,
157,32,125,17500,0,,,
2625,23,25,0,,,,
1605,27,,0,,1,0,1
353,27,500,12500,50000,,,
223,32,10000,0,,,,
360,27,500,500,0,2,,
967,27,5000,55000,500,1,0,1
62,27,,0,,,,
104,23,,0,,,,
462,23,,0,,1,,
270,27,,0,,4,3,4
135,20,,0,,,,
88,20,,0,,,,
168,52,25,500,0,,,
12532,57,,0,,,,
126,20,10000,0,,,,
710,23,25,500,50,2,0,1
526590,23,5000,500,5000,,,
252,27,125,1500,0,,,
123,23,25,55000,,,,
4426,27,10000,500,0,,,
34043,23,,0,,,,
168,37,10000,0,,,,
250,42,,0,,15,0,1
83,20,,0,,,,
337,23,25,500,0,1,,
70,32,500,0,,,,
4688,27,,0,,2,0,2
380,27,,0,,2,0,2
1966,20,,0,,1,0,1
292,32,125,17500,500,4,,
46,23,,0,,,,
146,27,10000,500000,100000,,,
