Time from Start to Finish (seconds),Q1,Q6,Q7,Q10,Q11,Q15,Q22,Q23
738,30-34,"> 10,000 employees",2-Jan,"1,000-1,999","$10,000-$99,999",1-2 years,Never,1-2 years
1512,18-21,"> 10,000 employees",14-Oct,"> $500,000","$1000-$9,999",,,
104,40-44,"> 10,000 employees",0,"90,000-99,999",,,,
112,30-34,,,,,,,
2871,25-29,0-49 employees,9-May,"2,000-2,999",$100-$999,1-2 years,Never,< 1 years
402,22-24,0-49 employees,9-May,"30,000-39,999",$100-$999,1-2 years,,
58,22-24,,,,,,,
201,25-29,0-49 employees,4-Mar,"30,000-39,999",$100-$999,,,
277,18-21,"> 10,000 employees",,,,,,
588,22-24,"1000-9,999 employees",,,,,,
260,18-21,,,,,,,
170,22-24,0-49 employees,,,,,,
480306,30-34,"1000-9,999 employees",0,"5,000-7,499",$0 (USD),,,
339,35-39,,,,,1-2 years,,
459221,18-21,,,,,,,
118,18-21,0-49 employees,,,,,,
395,25-29,"> 10,000 employees",0,"50,000-59,999",$0 (USD),< 1 years,Never,< 1 years
490115,55-59,0-49 employees,,,,,,
134,35-39,"> 10,000 employees",,,,,,
781,40-44,"1000-9,999 employees",9-May,"7,500-9,999",$0 (USD),,,
745,30-34,"> 10,000 employees",14-Oct,"90,000-99,999","$1000-$9,999",3-5 years,Never,2-3 years
241,22-24,"> 10,000 employees",20+,"5,000-7,499","> $100,000 ($USD)",,,
6214,25-29,0-49 employees,2-Jan,"20,000-24,999","> $100,000 ($USD)",,,
323,25-29,"1000-9,999 employees",20+,"10,000-14,999","$1000-$9,999",1-2 years,Never,1-2 years
543,22-24,,,,,,,
1433,22-24,,,,,,,
2116,45-49,,,,,< 1 years,Never,< 1 years
260,45-49,"1000-9,999 employees",20+,"80,000-89,999",$0 (USD),< 1 years,Never,< 1 years
231,25-29,0-49 employees,,,,,,
305,18-21,0-49 employees,0,$0-999,$0 (USD),< 1 years,Never,< 1 years
159,22-24,0-49 employees,,,,,,
499,22-24,"> 10,000 employees",20+,"4,000-4,999",$0 (USD),< 1 years,Never,< 1 years
1710,30-34,"1000-9,999 employees",4-Mar,$0-999,$100-$999,,,
1012,50-54,"1000-9,999 employees",20+,"5,000-7,499",$100-$999,10-20 years,Never,2-3 years
767,25-29,"> 10,000 employees",20+,,,,,
813,22-24,0-49 employees,2-Jan,"3,000-3,999",$1-$99,1-2 years,Never,1-2 years
211,55-59,0-49 employees,2-Jan,,,,,
170,30-34,,,,,,,
334,25-29,,,,,< 1 years,,
432,18-21,,,,,< 1 years,Never,< 1 years
351,22-24,,,,,,,
705,18-21,,,,,,,
381,55-59,0-49 employees,,,,,,
2658,30-34,50-249 employees,2-Jan,,,,,
2941,35-39,50-249 employees,20+,"15,000-19,999","$1000-$9,999",1-2 years,Once,1-2 years
107,22-24,"1000-9,999 employees",0,,,,,
165,22-24,"1000-9,999 employees",20+,,,,,
2709,30-34,0-49 employees,2-Jan,"7,500-9,999","$1000-$9,999",10-20 years,Never,4-5 years
494,18-21,0-49 employees,4-Mar,"5,000-7,499","$1000-$9,999",3-5 years,Never,2-3 years
543,18-21,,,,,< 1 years,Never,< 1 years
101,25-29,"1000-9,999 employees",20+,,,,,
439,22-24,"1000-9,999 employees",2-Jan,"10,000-14,999",$100-$999,1-2 years,,
95,25-29,,,,,,,
322,25-29,"> 10,000 employees",20+,"4,000-4,999","$10,000-$99,999",,,
10674,45-49,,,,,,,
2252,50-54,250-999 employees,2-Jan,,,,,
406,35-39,"1000-9,999 employees",20+,"40,000-49,999",$0 (USD),10-20 years,Never,< 1 years
505,22-24,,,,,< 1 years,Never,< 1 years
93,25-29,"> 10,000 employees",20+,,,,,
136,22-24,,,,,,,
296,30-34,"> 10,000 employees",4-Mar,"70,000-79,999",$0 (USD),1-2 years,Never,1-2 years
100,30-34,0-49 employees,,,,,,
283,22-24,,,,,3-5 years,Never,1-2 years
702,30-34,0-49 employees,9-May,"250,000-299,999","$10,000-$99,999",5-10 years,Never,3-4 years
3092,22-24,,,,,,,
7740,40-44,"1000-9,999 employees",2-Jan,"50,000-59,999","$10,000-$99,999",,,
430,25-29,"1000-9,999 employees",20+,"10,000-14,999",$0 (USD),3-5 years,Once,2-3 years
129,22-24,,,,,,,
623,40-44,50-249 employees,4-Mar,"30,000-39,999",$100-$999,1-2 years,Never,< 1 years
488165,35-39,,,,,,,
164,30-34,"> 10,000 employees",20+,"70,000-79,999",$100-$999,,,
645,35-39,50-249 employees,9-May,"25,000-29,999",$0 (USD),,,
246,25-29,,,,,< 1 years,Never,< 1 years
120,22-24,,,,,,,
491977,40-44,0-49 employees,0,,,,,
262,25-29,250-999 employees,4-Mar,"3,000-3,999","> $100,000 ($USD)",< 1 years,Never,< 1 years
594,25-29,,,,,< 1 years,Never,2-3 years
124,35-39,,,,,,,
294,25-29,,,,,1-2 years,Never,1-2 years
69,22-24,,,,,,,
637,18-21,,,,,1-2 years,Never,1-2 years
433,60-69,"> 10,000 employees",20+,"150,000-199,999",$0 (USD),I have never written code,,
189,18-21,0-49 employees,4-Mar,,,,,
518,30-34,,,,,< 1 years,Never,< 1 years
387,18-21,,,,,1-2 years,,
3815,40-44,50-249 employees,4-Mar,"7,500-9,999",$100-$999,< 1 years,,
299,22-24,,,,,3-5 years,Once,2-3 years
313,25-29,,,,,< 1 years,Never,< 1 years
74,22-24,"1000-9,999 employees",20+,,,,,
160,18-21,"> 10,000 employees",15-19,,,,,
127,30-34,,,,,,,
532,30-34,"> 10,000 employees",0,"10,000-14,999",$0 (USD),5-10 years,Never,1-2 years
273,35-39,250-999 employees,0,"10,000-14,999",$0 (USD),< 1 years,,
756,35-39,250-999 employees,15-19,$0-999,"$1000-$9,999",1-2 years,,
656,22-24,"1000-9,999 employees",14-Oct,"10,000-14,999",,,,
477,22-24,250-999 employees,20+,"1,000-1,999",$100-$999,< 1 years,Never,< 1 years
57,30-34,,,,,,,
229,18-21,,,,,,,
186,25-29,,,,,,,
315,18-21,,,,,< 1 years,Never,< 1 years
919,35-39,250-999 employees,14-Oct,"50,000-59,999","$1000-$9,999",1-2 years,Never,1-2 years
1185,22-24,,,,,< 1 years,Never,1-2 years
376,18-21,0-49 employees,4-Mar,"10,000-14,999",$0 (USD),1-2 years,Never,< 1 years
584,30-34,0-49 employees,4-Mar,"5,000-7,499",$1-$99,3-5 years,Never,5-10 years
277,25-29,,,,,1-2 years,2-5 times,3-4 years
870,18-21,"1000-9,999 employees",9-May,"15,000-19,999","$10,000-$99,999",1-2 years,Never,1-2 years
408,25-29,"> 10,000 employees",20+,"300,000-500,000",$0 (USD),3-5 years,Never,1-2 years
444155,60-69,50-249 employees,,,,,,
1104,25-29,"> 10,000 employees",14-Oct,"50,000-59,999","$10,000-$99,999",3-5 years,Never,3-4 years
28,35-39,,,,,,,
504,25-29,"1000-9,999 employees",20+,"30,000-39,999","> $100,000 ($USD)",,,
164,25-29,50-249 employees,2-Jan,"70,000-79,999",$0 (USD),,,
188,18-21,,,,,,,
469977,30-34,,,,,,,
879,35-39,0-49 employees,4-Mar,"2,000-2,999",$0 (USD),< 1 years,,
43,18-21,,,,,,,
192,40-44,"1000-9,999 employees",20+,"5,000-7,499","$1000-$9,999",,,
226,30-34,50-249 employees,9-May,$0-999,,,,
568,18-21,,,,,< 1 years,Never,< 1 years
122,50-54,"> 10,000 employees",20+,"100,000-124,999","$10,000-$99,999",,,
507,40-44,,,,,1-2 years,,
700,25-29,"1000-9,999 employees",15-19,"15,000-19,999",$100-$999,1-2 years,Never,< 1 years
1817,25-29,,,,,,,
386,25-29,,,,,1-2 years,Never,1-2 years
226,25-29,,,,,1-2 years,Never,1-2 years
3905,18-21,,,,,,,
773,25-29,,,,,,,
99,45-49,"1000-9,999 employees",4-Mar,,,,,
627,18-21,,,,,< 1 years,Never,< 1 years
78,45-49,50-249 employees,,,,,,
222,35-39,"1000-9,999 employees",14-Oct,,,,,
462,30-34,,,,,< 1 years,Never,< 1 years
54,25-29,,,,,,,
645,25-29,"> 10,000 employees",20+,"80,000-89,999","> $100,000 ($USD)",3-5 years,Never,2-3 years
449929,22-24,0-49 employees,,,,,,
73,40-44,,,,,,,
945,35-39,"> 10,000 employees",0,"25,000-29,999",$1-$99,3-5 years,2-5 times,< 1 years
62,40-44,250-999 employees,,,,,,
574,25-29,250-999 employees,4-Mar,"60,000-69,999",$0 (USD),3-5 years,Never,1-2 years
491,22-24,0-49 employees,2-Jan,"1,000-1,999",$1-$99,< 1 years,,
3934,35-39,50-249 employees,14-Oct,"10,000-14,999",$0 (USD),,,
354690,40-44,0-49 employees,2-Jan,$0-999,,,,
787,25-29,"> 10,000 employees",4-Mar,$0-999,$0 (USD),1-2 years,Never,3-4 years
306,22-24,,,,,< 1 years,Never,
204,60-69,"1000-9,999 employees",14-Oct,"125,000-149,999","$10,000-$99,999",,,
153,25-29,"> 10,000 employees",20+,"150,000-199,999","$10,000-$99,999",,,
286,50-54,"> 10,000 employees",9-May,"50,000-59,999",,,,
170,35-39,,,,,,,
775,25-29,"1000-9,999 employees",20+,"4,000-4,999",$0 (USD),< 1 years,,
130,22-24,,,,,,,
862,22-24,,,,,,,
99,18-21,,,,,,,
346,50-54,0-49 employees,2-Jan,"1,000-1,999","$10,000-$99,999",,,
570,30-34,"1000-9,999 employees",14-Oct,,,,,
1146,22-24,"1000-9,999 employees",20+,"15,000-19,999",$0 (USD),1-2 years,Never,2-3 years
140,25-29,0-49 employees,20+,,,,,
52,25-29,0-49 employees,,,,,,
94,25-29,"1000-9,999 employees",2-Jan,,,,,
759,22-24,250-999 employees,2-Jan,"30,000-39,999",$0 (USD),1-2 years,Never,1-2 years
175,60-69,0-49 employees,14-Oct,,,,,
171,50-54,0-49 employees,0,"90,000-99,999",,,,
320,40-44,,,,,,,
1325,25-29,,,,,,,
1045,25-29,,,,,,,
484436,30-34,50-249 employees,4-Mar,,,,,
1998,22-24,,,,,,,
226,35-39,"1000-9,999 employees",20+,"20,000-24,999",$0 (USD),,,
41,25-29,,,,,,,
538,22-24,,,,,,,
635,35-39,50-249 employees,0,$0-999,$0 (USD),< 1 years,Never,< 1 years
340,22-24,,,,,< 1 years,Never,< 1 years
127,18-21,,,,,,,
100,30-34,0-49 employees,4-Mar,,,,,
179,25-29,50-249 employees,0,,,,,
96,70+,0-49 employees,0,,,,,
1419,35-39,250-999 employees,9-May,,,,,
420,60-69,250-999 employees,2-Jan,"150,000-199,999",$100-$999,3-5 years,Never,2-3 years
967,30-34,250-999 employees,4-Mar,,,,,
644,30-34,"> 10,000 employees",20+,"50,000-59,999",$1-$99,1-2 years,Never,1-2 years
739,30-34,"> 10,000 employees",2-Jan,,,,,
197,45-49,"> 10,000 employees",20+,"80,000-89,999",,,,
197,22-24,,,,,,,
328,22-24,0-49 employees,4-Mar,"25,000-29,999",$100-$999,I have never written code,,
6839,25-29,"> 10,000 employees",9-May,$0-999,$0 (USD),,,
53,25-29,,,,,,,
395,55-59,"1000-9,999 employees",20+,"150,000-199,999","> $100,000 ($USD)",,,
58,30-34,,,,,,,
572,22-24,"1000-9,999 employees",20+,"7,500-9,999",$0 (USD),I have never written code,,
101,22-24,,,,,,,
332,22-24,50-249 employees,,,,,,
87,40-44,,,,,,,
691,18-21,"> 10,000 employees",15-19,$0-999,$0 (USD),< 1 years,Never,< 1 years
485903,40-44,,,,,,,
107,22-24,,,,,,,
58,40-44,,,,,,,
1768,55-59,"> 10,000 employees",20+,"100,000-124,999","> $100,000 ($USD)",< 1 years,2-5 times,< 1 years
586,25-29,"1000-9,999 employees",9-May,"3,000-3,999",$1-$99,,,
269,45-49,50-249 employees,4-Mar,"> $500,000",$1-$99,< 1 years,Once,1-2 years
792,18-21,0-49 employees,2-Jan,$0-999,$0 (USD),< 1 years,,
478830,50-54,,,,,,,
631,25-29,"> 10,000 employees",0,$0-999,$1-$99,,,
511,30-34,"> 10,000 employees",20+,,,,,
182,18-21,,,,,,,
527,18-21,,,,,< 1 years,Never,< 1 years
133,18-21,0-49 employees,0,,,,,
524,25-29,"1000-9,999 employees",20+,"7,500-9,999",$0 (USD),< 1 years,Never,1-2 years
126,45-49,"1000-9,999 employees",20+,$0-999,$0 (USD),I have never written code,,
163,22-24,50-249 employees,4-Mar,$0-999,$0 (USD),,,
176,30-34,0-49 employees,4-Mar,,,,,
774,30-34,,,,,,,
598,22-24,250-999 employees,20+,"15,000-19,999",$100-$999,3-5 years,Never,< 1 years
374,22-24,,,,,,,
171,22-24,,,,,3-5 years,,
91,25-29,"1000-9,999 employees",4-Mar,,,,,
1093,40-44,250-999 employees,14-Oct,"7,500-9,999","$10,000-$99,999",1-2 years,Never,1-2 years
45,25-29,,,,,,,
846,18-21,,,,,< 1 years,Never,< 1 years
121,22-24,0-49 employees,2-Jan,,,,,
5192,25-29,"> 10,000 employees",20+,$0-999,$1-$99,3-5 years,,
8203,22-24,,,,,,,
398,40-44,,,,,1-2 years,Never,1-2 years
211,18-21,,,,,3-5 years,,
4743,18-21,,,,,3-5 years,,
2572,30-34,250-999 employees,4-Mar,"80,000-89,999",$0 (USD),3-5 years,Never,2-3 years
523,18-21,,,,,,,
109,25-29,"> 10,000 employees",9-May,,,,,
66,22-24,,,,,,,
93,22-24,50-249 employees,4-Mar,,,,,
221,22-24,50-249 employees,14-Oct,"30,000-39,999",,,,
946,18-21,,,,,,,
101,18-21,,,,,,,
91,22-24,,,,,,,
498,35-39,"> 10,000 employees",20+,"25,000-29,999",$0 (USD),,,
46,18-21,,,,,,,
182,30-34,"> 10,000 employees",,,,,,
529698,18-21,,,,,,,
160,18-21,,,,,,,
339,22-24,"> 10,000 employees",2-Jan,"10,000-14,999",$1-$99,1-2 years,2-5 times,< 1 years
205,35-39,50-249 employees,4-Mar,,,,,
102,50-54,,,,,,,
134,50-54,0-49 employees,0,,,,,
58,30-34,,,,,,,
420,25-29,"> 10,000 employees",0,$0-999,"$10,000-$99,999",< 1 years,Never,< 1 years
422,22-24,"> 10,000 employees",4-Mar,"7,500-9,999",$0 (USD),< 1 years,Never,< 1 years
338,55-59,,,,,3-5 years,Never,3-4 years
265,18-21,,,,,3-5 years,Never,3-4 years
1747,22-24,0-49 employees,2-Jan,$0-999,$100-$999,3-5 years,,
114,45-49,,,,,,,
61,22-24,,,,,,,
590,25-29,"> 10,000 employees",15-19,"2,000-2,999",$100-$999,3-5 years,,
300,55-59,,,,,3-5 years,,
7563,45-49,50-249 employees,0,"40,000-49,999",$0 (USD),,,
176,18-21,0-49 employees,0,"60,000-69,999",$0 (USD),< 1 years,Once,< 1 years
137,18-21,"> 10,000 employees",,,,,,
434,22-24,,,,,< 1 years,Never,1-2 years
138,30-34,50-249 employees,4-Mar,"40,000-49,999",$0 (USD),,,
51,18-21,0-49 employees,,,,,,
399,18-21,50-249 employees,9-May,$0-999,$1-$99,1-2 years,Never,1-2 years
748,25-29,250-999 employees,20+,"15,000-19,999",$1-$99,3-5 years,2-5 times,3-4 years
259,18-21,"> 10,000 employees",20+,,,,,
218,35-39,50-249 employees,0,"1,000-1,999",$100-$999,,,
1155,40-44,50-249 employees,2-Jan,,,,,
325,35-39,"1000-9,999 employees",20+,$0-999,$1-$99,,,
313,45-49,0-49 employees,2-Jan,"50,000-59,999",$100-$999,,,
175,60-69,"1000-9,999 employees",20+,,,,,
112,45-49,"1000-9,999 employees",20+,,,,,
172,30-34,0-49 employees,,,,,,
904,25-29,,,,,,,
228,18-21,,,,,,,
97,30-34,"1000-9,999 employees",,,,,,
92,18-21,0-49 employees,,,,,,
295,22-24,,,,,,,
186,22-24,,,,,,,
199,60-69,250-999 employees,14-Oct,"80,000-89,999",,,,
123,22-24,0-49 employees,0,,,,,
97,25-29,250-999 employees,20+,,,,,
2663,30-34,50-249 employees,,,,,,
479964,18-21,,,,,,,
88,55-59,,,,,,,
419,45-49,"1000-9,999 employees",0,"40,000-49,999","$10,000-$99,999",3-5 years,Never,2-3 years
313,22-24,250-999 employees,4-Mar,"2,000-2,999","$1000-$9,999",< 1 years,Never,3-4 years
569,18-21,"1000-9,999 employees",20+,"> $500,000","> $100,000 ($USD)",,,
218,25-29,,,,,,,
109,22-24,50-249 employees,,,,,,
81,18-21,,,,,,,
105,18-21,,,,,,,
450,25-29,"> 10,000 employees",20+,"200,000-249,999","$1000-$9,999",3-5 years,Once,3-4 years
584,40-44,"> 10,000 employees",20+,"30,000-39,999","$1000-$9,999",20+ years,Once,3-4 years
544,25-29,"> 10,000 employees",4-Mar,"5,000-7,499",$100-$999,< 1 years,Never,1-2 years
403,18-21,0-49 employees,4-Mar,"250,000-299,999","$1000-$9,999",5-10 years,> 25 times,5-10 years
320,18-21,,,,,1-2 years,2-5 times,1-2 years
146,30-34,"> 10,000 employees",14-Oct,,,,,
236,60-69,"> 10,000 employees",20+,"100,000-124,999","$1000-$9,999",,,
109,22-24,,,,,,,
918,25-29,"> 10,000 employees",9-May,"10,000-14,999",$1-$99,1-2 years,Once,1-2 years
154,22-24,0-49 employees,0,"1,000-1,999",$100-$999,,,
245,40-44,"> 10,000 employees",20+,"10,000-14,999",$0 (USD),,,
933,35-39,"1000-9,999 employees",14-Oct,"50,000-59,999",$0 (USD),5-10 years,Never,4-5 years
61,25-29,,,,,,,
182,18-21,,,,,I have never written code,,
315,18-21,,,,,< 1 years,Never,< 1 years
188,18-21,,,,,,,
110,18-21,0-49 employees,0,"10,000-14,999",$0 (USD),,,
548,30-34,,,,,1-2 years,2-5 times,1-2 years
360,22-24,"> 10,000 employees",4-Mar,$0-999,$0 (USD),< 1 years,Never,< 1 years
421,25-29,,,,,3-5 years,Never,2-3 years
498484,22-24,0-49 employees,9-May,"> $500,000","> $100,000 ($USD)",20+ years,> 25 times,4-5 years
231,22-24,0-49 employees,0,$0-999,,,,
445115,18-21,0-49 employees,0,$0-999,$0 (USD),< 1 years,,
355,30-34,50-249 employees,0,"40,000-49,999",$0 (USD),1-2 years,Never,< 1 years
174,35-39,"1000-9,999 employees",9-May,"100,000-124,999",,,,
13840,25-29,,,,,,,
504659,25-29,,,,,,,
287,25-29,0-49 employees,9-May,"50,000-59,999",$0 (USD),5-10 years,,
3876,30-34,"> 10,000 employees",2-Jan,"20,000-24,999",$0 (USD),I have never written code,,
379,25-29,"> 10,000 employees",20+,"20,000-24,999",$0 (USD),3-5 years,Never,< 1 years
994,45-49,250-999 employees,2-Jan,"70,000-79,999",$1-$99,< 1 years,Never,< 1 years
226,45-49,"> 10,000 employees",20+,"50,000-59,999",$100-$999,,,
102,30-34,0-49 employees,,,,,,
1225,35-39,,,,,,,
95,22-24,,,,,,,
124,30-34,"> 10,000 employees",4-Mar,,,,,
724,40-44,0-49 employees,4-Mar,"100,000-124,999","$10,000-$99,999",1-2 years,Never,1-2 years
296,30-34,0-49 employees,2-Jan,"1,000-1,999",$100-$999,,,
884,22-24,250-999 employees,20+,$0-999,$0 (USD),< 1 years,,
257,18-21,0-49 employees,0,"15,000-19,999",$100-$999,,,
138,45-49,50-249 employees,9-May,,,,,
6148,45-49,"> 10,000 employees",20+,"10,000-14,999",$100-$999,5-10 years,2-5 times,2-3 years
139,22-24,"> 10,000 employees",9-May,"4,000-4,999","$1000-$9,999",,,
466,18-21,,,,,1-2 years,Never,1-2 years
265,25-29,0-49 employees,20+,"125,000-149,999",$100-$999,,,
207,22-24,,,,,1-2 years,Once,< 1 years
454,35-39,"> 10,000 employees",20+,"70,000-79,999",$100-$999,5-10 years,Never,< 1 years
652,18-21,,,,,< 1 years,Never,< 1 years
115,22-24,"> 10,000 employees",,,,,,
526,22-24,,,,,,,
1630,22-24,"> 10,000 employees",9-May,"20,000-24,999",$1-$99,1-2 years,,
712,22-24,0-49 employees,0,$0-999,,,,
216,18-21,,,,,3-5 years,,
454,25-29,,,,,3-5 years,Never,2-3 years
140,22-24,,,,,1-2 years,,
140,35-39,,,,,,,
375,30-34,"1000-9,999 employees",14-Oct,,,,,
350,18-21,,,,,1-2 years,Never,1-2 years
212,25-29,0-49 employees,2-Jan,"10,000-14,999",$100-$999,,,
578,25-29,,,,,< 1 years,Never,< 1 years
1316,22-24,0-49 employees,2-Jan,"1,000-1,999","$10,000-$99,999",< 1 years,,
230,25-29,0-49 employees,4-Mar,,,,,
29,18-21,,,,,,,
226,25-29,0-49 employees,0,$0-999,$0 (USD),< 1 years,Never,< 1 years
161,40-44,"1000-9,999 employees",20+,"80,000-89,999",$0 (USD),,,
386,18-21,,,,,,,
77,30-34,250-999 employees,4-Mar,,,,,
143,18-21,0-49 employees,0,,,,,
168,25-29,0-49 employees,2-Jan,"50,000-59,999",$0 (USD),,,
558,30-34,"> 10,000 employees",20+,"100,000-124,999","$1000-$9,999",< 1 years,Once,< 1 years
3724,25-29,"> 10,000 employees",,,,,,
707,40-44,,,,,5-10 years,Never,< 1 years
119,25-29,"1000-9,999 employees",20+,,,,,
349,30-34,,,,,1-2 years,Never,1-2 years
791,35-39,"1000-9,999 employees",20+,"10,000-14,999","$1000-$9,999",< 1 years,,
3438,22-24,,,,,,,
437,25-29,"> 10,000 employees",9-May,"50,000-59,999","$1000-$9,999",5-10 years,Once,5-10 years
785,35-39,"> 10,000 employees",9-May,"30,000-39,999",$0 (USD),3-5 years,Never,3-4 years
380,25-29,"1000-9,999 employees",4-Mar,"50,000-59,999",$100-$999,1-2 years,Never,1-2 years
247,55-59,0-49 employees,4-Mar,,,,,
127,30-34,"> 10,000 employees",4-Mar,,,,,
314,60-69,"1000-9,999 employees",20+,"100,000-124,999","$10,000-$99,999",,,
64,22-24,,,,,,,
390,18-21,,,,,,,
245,30-34,,,,,,,
117,30-34,"1000-9,999 employees",20+,,,,,
174,22-24,"> 10,000 employees",20+,,,,,
687,35-39,250-999 employees,14-Oct,"50,000-59,999","$1000-$9,999",3-5 years,2-5 times,2-3 years
200,25-29,250-999 employees,4-Mar,"1,000-1,999",$1-$99,,,
63,30-34,,,,,,,
1721,18-21,0-49 employees,4-Mar,"100,000-124,999",$100-$999,,,
111,22-24,0-49 employees,0,,,,,
278,30-34,"> 10,000 employees",20+,$0-999,$1-$99,< 1 years,,
137,18-21,,,,,1-2 years,,
507616,18-21,"> 10,000 employees",20+,,,,,
159,22-24,0-49 employees,0,$0-999,$0 (USD),,,
120,18-21,50-249 employees,0,,,,,
16513,25-29,50-249 employees,4-Mar,"30,000-39,999",,,,
729,22-24,,,,,,,
283,30-34,0-49 employees,2-Jan,"20,000-24,999","$1000-$9,999",,,
542,55-59,250-999 employees,2-Jan,$0-999,$100-$999,20+ years,Never,3-4 years
320,18-21,,,,,,,
119,18-21,,,,,,,
9032,25-29,0-49 employees,2-Jan,,,,,
449,22-24,,,,,,,
1100,25-29,0-49 employees,0,"4,000-4,999",$1-$99,,,
370,30-34,"> 10,000 employees",2-Jan,"40,000-49,999",$1-$99,3-5 years,,
75,35-39,0-49 employees,4-Mar,,,,,
23067,30-34,250-999 employees,4-Mar,"30,000-39,999",$0 (USD),< 1 years,,
498959,22-24,250-999 employees,9-May,"40,000-49,999",$100-$999,,,
500043,22-24,"1000-9,999 employees",2-Jan,"1,000-1,999",$100-$999,,,
1461,18-21,"> 10,000 employees",14-Oct,"70,000-79,999",$100-$999,1-2 years,Never,2-3 years
14916,25-29,,,,,,,
333,60-69,,,,,,,
189,22-24,0-49 employees,0,,,,,
471,22-24,0-49 employees,4-Mar,"60,000-69,999",,,,
145,35-39,0-49 employees,2-Jan,,,,,
154,18-21,,,,,,,
3097,30-34,250-999 employees,9-May,"80,000-89,999",$0 (USD),5-10 years,2-5 times,< 1 years
393,30-34,50-249 employees,20+,"100,000-124,999","$1000-$9,999",5-10 years,Never,2-3 years
48,25-29,,,,,,,
2486,60-69,50-249 employees,9-May,"100,000-124,999","$10,000-$99,999",,,
280,22-24,,,,,< 1 years,,
513078,35-39,250-999 employees,20+,"10,000-14,999","$10,000-$99,999",,,
73,18-21,,,,,,,
706,30-34,,,,,1-2 years,,
418,45-49,,,,,3-5 years,Never,1-2 years
3337,18-21,0-49 employees,14-Oct,"1,000-1,999","$1000-$9,999",,,
336,25-29,,,,,3-5 years,,
1196,22-24,,,,,< 1 years,Never,< 1 years
93,25-29,0-49 employees,2-Jan,,,,,
435,22-24,0-49 employees,9-May,$0-999,$100-$999,< 1 years,Never,< 1 years
223,18-21,,,,,3-5 years,,
113,30-34,,,,,,,
493,18-21,,,,,< 1 years,,
373,35-39,,,,,< 1 years,Never,< 1 years
182,70+,"1000-9,999 employees",0,"50,000-59,999",$0 (USD),,,
1055,22-24,0-49 employees,9-May,"7,500-9,999",$100-$999,1-2 years,Never,1-2 years
556,22-24,0-49 employees,9-May,$0-999,$1-$99,,,
3878,30-34,"1000-9,999 employees",20+,"150,000-199,999","$10,000-$99,999",,,
122,40-44,250-999 employees,4-Mar,,,,,
760,18-21,,,,,3-5 years,Once,2-3 years
625,25-29,250-999 employees,0,$0-999,$1-$99,< 1 years,Never,< 1 years
221,25-29,0-49 employees,,,,,,
694,30-34,0-49 employees,2-Jan,"> $500,000","> $100,000 ($USD)",,,
766,25-29,,,,,< 1 years,Once,< 1 years
99,30-34,,,,,,,
107,18-21,,,,,,,
93,55-59,"> 10,000 employees",20+,,,,,
340,30-34,,,,,1-2 years,Never,< 1 years
141,30-34,,,,,I have never written code,,
97,35-39,,,,,,,
172,25-29,250-999 employees,2-Jan,"60,000-69,999","$1000-$9,999",,,
82,18-21,,,,,,,
487639,40-44,0-49 employees,14-Oct,"20,000-24,999","$1000-$9,999",< 1 years,,
89,25-29,"1000-9,999 employees",,,,,,
172,25-29,0-49 employees,2-Jan,,,,,
514790,70+,50-249 employees,,,,,,
275,22-24,"1000-9,999 employees",20+,"60,000-69,999",$0 (USD),3-5 years,Never,
